support,itemsets
0.0216,"frozenset({'fry', 'burger'})"
0.0212,"frozenset({'good', 'pizza'})"
0.0213,"frozenset({'pizza', 'place'})"
0.0254,"frozenset({'good', 'overall'})"
0.0234,"frozenset({'place', 'overall'})"
0.0209,"frozenset({'overall', 'great'})"
0.0214,"frozenset({'food', 'overall'})"
0.027,"frozenset({'youre', 'place'})"
0.0208,"frozenset({'youre', 'get'})"
0.0202,"frozenset({'youre', 'food'})"
0.0251,"frozenset({'good', 'youre'})"
0.0203,"frozenset({'place', 'however'})"
0.0225,"frozenset({'good', 'however'})"
0.0212,"frozenset({'food', 'however'})"
0.0597,"frozenset({'ordered', 'food'})"
0.0524,"frozenset({'ordered', 'good'})"
0.0509,"frozenset({'ordered', 'place'})"
0.0438,"frozenset({'ordered', 'time'})"
0.0417,"frozenset({'ordered', 'back'})"
0.0412,"frozenset({'ordered', 'one'})"
0.039,"frozenset({'ordered', 'like'})"
0.0385,"frozenset({'ordered', 'service'})"
0.0354,"frozenset({'ordered', 'would'})"
0.035,"frozenset({'ordered', 'order'})"
0.034,"frozenset({'ordered', 'get'})"
0.0327,"frozenset({'ordered', 'go'})"
0.0273,"frozenset({'ordered', 'really'})"
0.0232,"frozenset({'ordered', 'dont'})"
0.0226,"frozenset({'ordered', 'even'})"
0.0221,"frozenset({'ordered', 'try'})"
0.0215,"frozenset({'ordered', 'little'})"
0.0384,"frozenset({'ordered', 'great'})"
0.03,"frozenset({'ordered', 'u'})"
0.0299,"frozenset({'ordered', 'restaurant'})"
0.0297,"frozenset({'ordered', 'also'})"
0.0279,"frozenset({'ordered', 'got'})"
0.0209,"frozenset({'ordered', 'come'})"
0.0212,"frozenset({'ordered', 'definitely'})"
0.0247,"frozenset({'ordered', 'nice'})"
0.0207,"frozenset({'ordered', 'im'})"
0.0254,"frozenset({'ordered', 'delicious'})"
0.0245,"frozenset({'ordered', 'well'})"
0.0294,"frozenset({'ordered', 'food', 'good'})"
0.0294,"frozenset({'ordered', 'food', 'place'})"
0.0251,"frozenset({'ordered', 'good', 'place'})"
0.0245,"frozenset({'ordered', 'food', 'time'})"
0.0213,"frozenset({'ordered', 'place', 'time'})"
0.021,"frozenset({'ordered', 'good', 'time'})"
0.0234,"frozenset({'ordered', 'food', 'back'})"
0.0208,"frozenset({'ordered', 'place', 'back'})"
0.0204,"frozenset({'ordered', 'good', 'back'})"
0.0221,"frozenset({'ordered', 'food', 'one'})"
0.021,"frozenset({'ordered', 'place', 'one'})"
0.0221,"frozenset({'ordered', 'food', 'like'})"
0.0217,"frozenset({'ordered', 'place', 'like'})"
0.0207,"frozenset({'ordered', 'good', 'like'})"
0.0228,"frozenset({'ordered', 'food', 'service'})"
0.0205,"frozenset({'ordered', 'food', 'would'})"
0.0211,"frozenset({'ordered', 'food', 'order'})"
0.0215,"frozenset({'ordered', 'food', 'great'})"
0.0438,"frozenset({'food', 'wait'})"
0.0397,"frozenset({'wait', 'place'})"
0.0363,"frozenset({'wait', 'time'})"
0.0359,"frozenset({'good', 'wait'})"
0.032,"frozenset({'go', 'wait'})"
0.0316,"frozenset({'wait', 'get'})"
0.0315,"frozenset({'wait', 'back'})"
0.0295,"frozenset({'wait', 'service'})"
0.0274,"frozenset({'wait', 'one'})"
0.0249,"frozenset({'wait', 'like'})"
0.0241,"frozenset({'wait', 'would'})"
0.0206,"frozenset({'wait', 'really'})"
0.0201,"frozenset({'wait', 'staff'})"
0.0319,"frozenset({'wait', 'great'})"
0.0201,"frozenset({'food', 'wait', 'place'})"
0.0205,"frozenset({'food', 'wait', 'time'})"
0.0201,"frozenset({'good', 'food', 'wait'})"
0.0373,"frozenset({'place', 'star'})"
0.0364,"frozenset({'good', 'star'})"
0.0351,"frozenset({'food', 'star'})"
0.0292,"frozenset({'star', 'one'})"
0.0288,"frozenset({'star', 'time'})"
0.0281,"frozenset({'like', 'star'})"
0.0278,"frozenset({'would', 'star'})"
0.0272,"frozenset({'star', 'service'})"
0.0269,"frozenset({'get', 'star'})"
0.0224,"frozenset({'go', 'star'})"
0.0219,"frozenset({'star', 'back'})"
0.0209,"frozenset({'really', 'star'})"
0.0277,"frozenset({'great', 'star'})"
0.0201,"frozenset({'also', 'star'})"
0.0206,"frozenset({'good', 'food', 'star'})"
0.031,"frozenset({'place', 'worth'})"
0.0291,"frozenset({'food', 'worth'})"
0.0263,"frozenset({'good', 'worth'})"
0.0228,"frozenset({'time', 'worth'})"
0.022,"frozenset({'get', 'worth'})"
0.0202,"frozenset({'worth', 'one'})"
0.0229,"frozenset({'great', 'worth'})"
0.0323,"frozenset({'minute', 'time'})"
0.0316,"frozenset({'minute', 'food'})"
0.0308,"frozenset({'minute', 'place'})"
0.0295,"frozenset({'minute', 'get'})"
0.0293,"frozenset({'good', 'minute'})"
0.0281,"frozenset({'minute', 'service'})"
0.028,"frozenset({'minute', 'one'})"
0.0257,"frozenset({'minute', 'back'})"
0.0239,"frozenset({'minute', 'would'})"
0.0234,"frozenset({'order', 'minute'})"
0.0226,"frozenset({'minute', 'like'})"
0.0201,"frozenset({'go', 'minute'})"
0.0213,"frozenset({'got', 'minute'})"
0.0248,"frozenset({'food', 'tasty'})"
0.0232,"frozenset({'good', 'tasty'})"
0.0227,"frozenset({'place', 'tasty'})"
0.0252,"frozenset({'food', 'quality'})"
0.0226,"frozenset({'good', 'quality'})"
0.0221,"frozenset({'place', 'quality'})"
0.032,"frozenset({'good', 'lunch'})"
0.034,"frozenset({'food', 'lunch'})"
0.025,"frozenset({'lunch', 'time'})"
0.0286,"frozenset({'lunch', 'great'})"
0.0219,"frozenset({'lunch', 'service'})"
0.0218,"frozenset({'go', 'lunch'})"
0.0308,"frozenset({'place', 'lunch'})"
0.02,"frozenset({'lunch', 'one'})"
0.02,"frozenset({'lunch', 'like'})"
0.0272,"frozenset({'good', 'awesome'})"
0.0309,"frozenset({'place', 'awesome'})"
0.0301,"frozenset({'great', 'awesome'})"
0.0285,"frozenset({'food', 'awesome'})"
0.0221,"frozenset({'service', 'awesome'})"
0.0399,"frozenset({'food', 'everything'})"
0.0269,"frozenset({'back', 'everything'})"
0.0366,"frozenset({'great', 'everything'})"
0.0411,"frozenset({'place', 'everything'})"
0.0232,"frozenset({'would', 'everything'})"
0.0285,"frozenset({'like', 'everything'})"
0.0218,"frozenset({'also', 'everything'})"
0.0341,"frozenset({'good', 'everything'})"
0.0274,"frozenset({'service', 'everything'})"
0.0242,"frozenset({'get', 'everything'})"
0.0237,"frozenset({'go', 'everything'})"
0.0297,"frozenset({'time', 'everything'})"
0.0265,"frozenset({'one', 'everything'})"
0.0219,"frozenset({'really', 'everything'})"
0.0209,"frozenset({'food', 'place', 'everything'})"
0.0261,"frozenset({'place', 'last'})"
0.0238,"frozenset({'food', 'last'})"
0.0233,"frozenset({'last', 'one'})"
0.0203,"frozenset({'last', 'great'})"
0.0262,"frozenset({'good', 'last'})"
0.0218,"frozenset({'last', 'back'})"
0.0327,"frozenset({'last', 'time'})"
0.021,"frozenset({'last', 'like'})"
0.0286,"frozenset({'cant', 'food'})"
0.0204,"frozenset({'cant', 'wait'})"
0.0312,"frozenset({'good', 'cant'})"
0.0229,"frozenset({'cant', 'like'})"
0.026,"frozenset({'cant', 'time'})"
0.0244,"frozenset({'cant', 'great'})"
0.0268,"frozenset({'cant', 'get'})"
0.0239,"frozenset({'cant', 'one'})"
0.0337,"frozenset({'cant', 'place'})"
0.0248,"frozenset({'cant', 'back'})"
0.0209,"frozenset({'cant', 'service'})"
0.0293,"frozenset({'go', 'cant'})"
0.0257,"frozenset({'food', 'special'})"
0.0282,"frozenset({'place', 'special'})"
0.0279,"frozenset({'good', 'special'})"
0.0248,"frozenset({'great', 'special'})"
0.02,"frozenset({'special', 'like'})"
0.0211,"frozenset({'special', 'time'})"
0.0326,"frozenset({'feel', 'like'})"
0.0314,"frozenset({'feel', 'place'})"
0.0235,"frozenset({'food', 'feel'})"
0.0232,"frozenset({'feel', 'time'})"
0.0246,"frozenset({'good', 'feel'})"
0.0221,"frozenset({'feel', 'great'})"
0.0214,"frozenset({'feel', 'get'})"
0.0215,"frozenset({'place', 'away'})"
0.0209,"frozenset({'food', 'away'})"
0.0246,"frozenset({'star', '5'})"
0.0236,"frozenset({'good', '5'})"
0.0282,"frozenset({'place', '5'})"
0.0241,"frozenset({'food', '5'})"
0.0202,"frozenset({'5', 'one'})"
0.0222,"frozenset({'great', '5'})"
0.0245,"frozenset({'time', '5'})"
0.0223,"frozenset({'get', '5'})"
0.0223,"frozenset({'found', 'place'})"
0.0432,"frozenset({'good', 'table'})"
0.0316,"frozenset({'great', 'table'})"
0.052,"frozenset({'food', 'table'})"
0.0429,"frozenset({'place', 'table'})"
0.0356,"frozenset({'table', 'one'})"
0.0314,"frozenset({'u', 'table'})"
0.0274,"frozenset({'restaurant', 'table'})"
0.0208,"frozenset({'nice', 'table'})"
0.0364,"frozenset({'table', 'service'})"
0.0291,"frozenset({'would', 'table'})"
0.0249,"frozenset({'also', 'table'})"
0.0234,"frozenset({'table', 'came'})"
0.0227,"frozenset({'ordered', 'table'})"
0.0221,"frozenset({'table', 'menu'})"
0.0205,"frozenset({'got', 'table'})"
0.028,"frozenset({'get', 'table'})"
0.0277,"frozenset({'table', 'back'})"
0.0261,"frozenset({'go', 'table'})"
0.024,"frozenset({'order', 'table'})"
0.0232,"frozenset({'really', 'table'})"
0.035,"frozenset({'table', 'time'})"
0.03,"frozenset({'like', 'table'})"
0.021,"frozenset({'well', 'table'})"
0.0277,"frozenset({'good', 'food', 'table'})"
0.0272,"frozenset({'food', 'place', 'table'})"
0.0232,"frozenset({'good', 'place', 'table'})"
0.0225,"frozenset({'food', 'table', 'one'})"
0.0215,"frozenset({'u', 'food', 'table'})"
0.0241,"frozenset({'food', 'table', 'service'})"
0.0244,"frozenset({'food', 'table', 'time'})"
0.0252,"frozenset({'room', 'place'})"
0.0238,"frozenset({'room', 'one'})"
0.0211,"frozenset({'good', 'room'})"
0.0272,"frozenset({'room', 'great'})"
0.0208,"frozenset({'room', 'would'})"
0.0204,"frozenset({'room', 'time'})"
0.0213,"frozenset({'room', 'like'})"
0.0203,"frozenset({'room', 'back'})"
0.0221,"frozenset({'anything', 'place'})"
0.022,"frozenset({'food', 'meat'})"
0.0219,"frozenset({'good', 'meat'})"
0.021,"frozenset({'meat', 'place'})"
0.0214,"frozenset({'good', 'shrimp'})"
0.0445,"frozenset({'place', 'drink'})"
0.0406,"frozenset({'great', 'drink'})"
0.0334,"frozenset({'drink', 'service'})"
0.0297,"frozenset({'drink', 'one'})"
0.0255,"frozenset({'would', 'drink'})"
0.0222,"frozenset({'u', 'drink'})"
0.0219,"frozenset({'also', 'drink'})"
0.0201,"frozenset({'ordered', 'drink'})"
0.049,"frozenset({'food', 'drink'})"
0.0306,"frozenset({'like', 'drink'})"
0.0292,"frozenset({'get', 'drink'})"
0.0264,"frozenset({'go', 'drink'})"
0.0202,"frozenset({'order', 'drink'})"
0.0285,"frozenset({'drink', 'back'})"
0.0434,"frozenset({'good', 'drink'})"
0.0207,"frozenset({'really', 'drink'})"
0.0337,"frozenset({'drink', 'time'})"
0.0238,"frozenset({'food', 'place', 'drink'})"
0.0203,"frozenset({'place', 'great', 'drink'})"
0.0204,"frozenset({'food', 'great', 'drink'})"
0.0255,"frozenset({'good', 'food', 'drink'})"
0.0222,"frozenset({'good', 'place', 'drink'})"
0.0257,"frozenset({'asked', 'one'})"
0.0242,"frozenset({'place', 'asked'})"
0.0237,"frozenset({'would', 'asked'})"
0.0236,"frozenset({'asked', 'service'})"
0.0202,"frozenset({'u', 'asked'})"
0.0239,"frozenset({'food', 'asked'})"
0.0202,"frozenset({'asked', 'like'})"
0.0228,"frozenset({'get', 'asked'})"
0.0221,"frozenset({'good', 'asked'})"
0.0252,"frozenset({'asked', 'back'})"
0.0274,"frozenset({'asked', 'time'})"
0.0208,"frozenset({'good', 'coffee'})"
0.0351,"frozenset({'place', 'sure'})"
0.0339,"frozenset({'food', 'sure'})"
0.0309,"frozenset({'sure', 'make'})"
0.0279,"frozenset({'sure', 'like'})"
0.0239,"frozenset({'would', 'sure'})"
0.0227,"frozenset({'also', 'sure'})"
0.034,"frozenset({'good', 'sure'})"
0.0326,"frozenset({'sure', 'time'})"
0.0294,"frozenset({'get', 'sure'})"
0.0282,"frozenset({'sure', 'back'})"
0.0277,"frozenset({'sure', 'one'})"
0.0213,"frozenset({'sure', 'really'})"
0.0267,"frozenset({'sure', 'im'})"
0.0296,"frozenset({'sure', 'great'})"
0.0254,"frozenset({'go', 'sure'})"
0.0241,"frozenset({'sure', 'service'})"
0.0325,"frozenset({'food', 'side'})"
0.0321,"frozenset({'side', 'place'})"
0.0259,"frozenset({'side', 'like'})"
0.0216,"frozenset({'side', 'would'})"
0.0209,"frozenset({'side', 'also'})"
0.023,"frozenset({'side', 'one'})"
0.0209,"frozenset({'side', 'back'})"
0.0344,"frozenset({'good', 'side'})"
0.0278,"frozenset({'side', 'great'})"
0.0252,"frozenset({'side', 'time'})"
0.022,"frozenset({'side', 'get'})"
0.0214,"frozenset({'side', 'service'})"
0.0207,"frozenset({'go', 'side'})"
0.0225,"frozenset({'coming', 'back'})"
0.0214,"frozenset({'place', 'coming'})"
0.02,"frozenset({'good', 'ok'})"
0.0279,"frozenset({'good', 'dish'})"
0.0224,"frozenset({'great', 'dish'})"
0.0202,"frozenset({'restaurant', 'dish'})"
0.02,"frozenset({'service', 'dish'})"
0.0326,"frozenset({'food', 'dish'})"
0.0204,"frozenset({'time', 'dish'})"
0.0201,"frozenset({'like', 'dish'})"
0.0255,"frozenset({'place', 'dish'})"
0.0342,"frozenset({'friend', 'food'})"
0.033,"frozenset({'friend', 'great'})"
0.0299,"frozenset({'friend', 'time'})"
0.0231,"frozenset({'friend', 'service'})"
0.0226,"frozenset({'friend', 'go'})"
0.0353,"frozenset({'friend', 'good'})"
0.0261,"frozenset({'friend', 'one'})"
0.0237,"frozenset({'friend', 'get'})"
0.0403,"frozenset({'friend', 'place'})"
0.0248,"frozenset({'friend', 'like'})"
0.0246,"frozenset({'friend', 'would'})"
0.0201,"frozenset({'friend', 'u'})"
0.028,"frozenset({'friend', 'back'})"
0.0215,"frozenset({'reasonable', 'price'})"
0.0217,"frozenset({'good', 'portion'})"
0.0252,"frozenset({'food', 'portion'})"
0.0389,"frozenset({'place', 'say'})"
0.0363,"frozenset({'food', 'say'})"
0.0353,"frozenset({'time', 'say'})"
0.0319,"frozenset({'like', 'say'})"
0.0296,"frozenset({'get', 'say'})"
0.0285,"frozenset({'go', 'say'})"
0.0276,"frozenset({'great', 'say'})"
0.0224,"frozenset({'dont', 'say'})"
0.0217,"frozenset({'really', 'say'})"
0.0213,"frozenset({'also', 'say'})"
0.0376,"frozenset({'good', 'say'})"
0.0211,"frozenset({'even', 'say'})"
0.0312,"frozenset({'say', 'one'})"
0.0309,"frozenset({'would', 'say'})"
0.0263,"frozenset({'service', 'say'})"
0.0301,"frozenset({'say', 'back'})"
0.0205,"frozenset({'im', 'say'})"
0.0211,"frozenset({'good', 'food', 'say'})"
0.0204,"frozenset({'week', 'time'})"
0.0285,"frozenset({'good', 'since'})"
0.0285,"frozenset({'food', 'since'})"
0.0246,"frozenset({'since', 'back'})"
0.0232,"frozenset({'get', 'since'})"
0.021,"frozenset({'service', 'since'})"
0.0305,"frozenset({'place', 'since'})"
0.0248,"frozenset({'like', 'since'})"
0.0224,"frozenset({'great', 'since'})"
0.0253,"frozenset({'since', 'one'})"
0.0226,"frozenset({'would', 'since'})"
0.0206,"frozenset({'go', 'since'})"
0.0294,"frozenset({'time', 'since'})"
0.0235,"frozenset({'bread', 'good'})"
0.0213,"frozenset({'bread', 'food'})"
